0.2389 0.5591 0.2103 0.2378 0.07432 0.5862 0.3445 0.06336 0.1886 0.1819 0.2735 0.3598 0.01585 0.1111 0.4097 0.5707 0.06786 0.3711 0.229 0.1532 0.385 0.04624 0.517 0.2601 0.3713 0.2957 0.1751 0.3253 0.4796 0.2704 0.4876 0.4517 0.1008 0.5631 0.4112 0.2696 0.1085 0.5537 0.5774 0.5481 0.2234 0.494 0.05841 0.1033 0.2197 0.01836 0.3286 0.5365 0.3859 0.08406 0.05507 0.1949 0.2476 0.3418 0.3116 0.4606 0.3027 0.3066 0.06734 0.1135 0.3214 0.03683 0.3974 0.05061 0.1335 0.2901 0.2418 0.2804 0.4878 0.3172 0.1625 0.0405 0.1545 0.2107 0.07622 0.008663 0.1167 0.382 0.3025 0.3105 0.4718 0.4503 0.1428 0.2128 0.4155 0.07065 0.0876 0.05221 0.5344 0.2071 0.5854 0.25 0.04769 0.4331 0.1717 0.1626 0.4718 0.2474 0.3682 0.02223
 0.3945 0.1735 0.1842 0.2184 0.3345 0.3888 0.1419 0.5212 0.4165 0.2946 0.3361 0.09439 0.4623 0.261 0.009669 0.03231 0.445 0.08786 0.03328 0.02693 0.5313 0.0104 0.5901 0.4372 0.5093 0.5363 0.588 0.2242 0.548 0.4098 0.4942 0.2752 0.1685 0.2577 0.2601 0.2586 0.01504 0.2186 0.2729 0.1527 0.1495 0.2705 0.1368 0.4909 0.3579 0.5805 0.2672 0.4624 0.1725 0.06819 0.5565 0.5382 0.5812 0.07603 0.09945 0.5614 0.3209 0.2442 0.5446 0.4233 0.1314 0.3142 0.4944 0.1612 0.4208 0.003 0.3065 0.2154 0.257 0.1755 0.5356 0.1778 0.2922 0.4274 0.2101 0.583 0.2601 0.4852 0.1999 0.4068 0.1261 0.5482 0.4812 0.2641 0.5644 0.5359 0.3714 0.4777 0.007307 0.08985 0.1848 0.4418 0.06159 0.4403 0.4866 0.3295 0.4761 0.3318 0.01594 0.3111
 0.5891 0.2025 0.1907 0.4102 0.07313 0.3004 0.4299 0.5663 0.1465 0.1117 0.5546 0.3452 0.5507 0.2374 0.5261 0.4306 0.2841 0.1734 0.2031 0.2435 0.1509 0.3508 0.1889 0.3778 0.142 0.06444 0.02338 0.3048 0.2048 0.5364 0.5654 0.159 0.4466 0.4366 0.04419 0.2365 0.1691 0.2415 0.2866 0.2222 0.3934 0.5927 0.149 0.25 0.4565 0.1009 0.3204 0.207 0.3969 0.03669 0.201 0.1442 0.4188 0.1771 0.599 0.1199 0.5395 0.4512 0.3807 0.1513 0.5418 0.2168 0.5798 0.5169 0.329 0.4684 0.4527 0.5751 0.02064 0.08996 0.01703 0.5551 0.03197 0.04967 0.06364 0.1401 0.4043 0.1124 0.2584 0.3889 0.05084 0.42 0.5038 0.4753 0.4411 0.0299 0.008707 0.07036 0.07752 0.4134 0.2467 0.3948 0.3824 0.219 0.5502 0.05871 0.5216 0.07968 0.1373 0.0154
 0.4342 0.5638 0.1617 0.1896 0.08636 0.02582 0.1447 0.1757 0.4033 0.1471 0.3164 0.5885 0.5477 0.1245 0.4271 0.04715 0.2378 0.109 0.1989 0.1689 0.1632 0.5532 0.2913 0.5392 0.3633 0.1162 0.1436 0.06191 0.09155 0.0697 0.521 0.2441 0.4006 0.4366 0.5606 0.4992 0.1283 0.4241 0.2685 0.07663 0.2731 0.2167 0.2156 0.1808 0.4974 0.4983 0.4161 0.001055 0.2456 0.2408 0.2367 0.5292 0.3268 0.4208 0.5438 0.1058 0.3537 0.3798 0.02969 0.2858 0.5767 0.3641 0.05543 0.4973 0.06371 0.3774 0.2568 0.1945 0.06239 0.01702 0.4632 0.4019 0.01346 0.2365 0.5442 0.2554 0.3803 0.05208 0.00473 0.1782 0.2366 0.3878 0.3301 0.4472 0.2697 0.2545 0.2979 0.244 0.2393 0.2584 0.05146 0.2089 0.2403 0.3468 0.5284 0.3414 0.1748 0.2687 0.06986 0.148
 0.04347 0.4333 0.4387 0.2454 0.3462 0.2948 0.1897 0.08292 0.3107 0.4606 0.2982 0.5042 0.1294 0.02275 0.5433 0.4654 0.1368 0.2388 0.3372 0.2762 0.206 0.09814 0.2943 0.03138 0.05487 0.5974 0.5889 0.1394 0.3371 0.4019 0.2181 0.3916 0.5551 0.2231 0.03325 0.135 0.0903 0.5051 0.5412 0.5453 0.2667 0.3208 0.5418 0.4197 0.2279 0.2418 0.3615 0.5536 0.4859 0.4351 0.5694 0.5454 0.322 0.2826 0.5617 0.3152 0.1482 0.2835 0.4663 0.4808 0.3727 0.469 0.4113 0.3225 0.07185 0.1355 0.2913 0.2567 0.5231 0.3804 0.2242 0.3585 0.008973 0.5499 0.3414 0.01944 0.4421 0.0711 0.4007 0.2272 0.5532 0.4606 0.3477 0.5071 0.4125 0.2753 0.5346 0.2971 0.2896 0.4936 0.226 0.1604 0.4746 0.2726 0.456 0.2354 0.4005 0.1223 0.2399 0.1244
 0.4781 0.2389 0.123 0.5615 0.3714 0.3593 0.1931 0.5258 0.1759 0.1593 0.3272 0.02119 0.3718 0.4958 0.4452 0.4228 0.2995 0.07113 0.2089 0.4396 0.348 0.2422 0.05087 0.5963 0.5564 0.00984 0.3381 0.4702 0.4743 0.3751 0.5772 0.4487 0.4552 0.3522 0.1894 0.1238 0.05124 0.2161 0.4031 0.211 0.3807 0.5052 0.5248 0.1153 0.006615 0.3811 0.5842 0.5953 0.5679 0.5701 0.3421 0.5473 0.2022 0.4327 0.5631 0.3875 0.1211 0.5471 0.4922 0.03319 0.01003 0.4637 0.141 0.3143 0.1655 0.2547 0.4993 0.4711 0.5411 0.5684 0.5 0.3327 0.3661 0.2015 0.2798 0.3032 0.1955 0.2756 0.3076 0.05324 0.4736 0.06895 0.572 0.2082 0.02095 0.1716 0.4364 0.1846 0.5934 0.4698 0.3914 0.0402 0.1362 0.2516 0.3821 0.1392 0.4047 0.5941 0.4645 0.3838
 0.5098 0.5689 0.2826 0.2865 0.1893 0.4912 0.05788 0.381 0.1255 0.5032 0.2023 0.131 0.007887 0.335 0.3175 0.2749 0.4127 0.008646 0.4129 0.3468 0.4179 0.4067 0.3336 0.07467 0.03222 0.5766 0.4979 0.3944 0.2424 0.418 0.3249 0.1504 0.2539 0.4491 0.2523 0.4593 0.546 0.6 0.1507 0.3473 0.256 0.3023 0.3398 0.2388 0.3067 0.3916 0.2874 0.5549 0.4396 0.05905 0.2938 0.4195 0.4414 0.1841 0.5511 0.2632 0.02055 0.1753 0.5111 0.2038 0.01974 0.333 0.4885 0.5444 0.07566 0.03821 0.2032 0.1874 0.0924 0.02205 0.4957 0.1435 0.2129 0.1519 0.2782 0.04773 0.2954 0.5011 0.1325 0.1847 0.5402 0.542 0.2016 0.5815 0.2 0.01612 0.4031 0.2027 0.5372 0.4591 0.5897 0.01473 0.3546 0.3332 0.5983 0.3306 0.05332 0.5221 0.1159 0.404
 0.5651 0.4512 0.192 0.4073 0.04293 0.2012 0.04211 0.3626 0.5588 0.2583 0.1962 0.1311 0.4856 0.346 0.03015 0.04637 0.5283 0.1409 0.3723 0.4269 0.01494 0.1328 0.2369 0.3721 0.5886 0.391 0.3961 0.2953 0.0004085 0.01409 0.1049 0.07808 0.1858 0.1793 0.2485 0.3949 0.3518 0.1812 0.3209 0.03911 0.3683 0.4481 0.1353 0.3875 0.3066 0.1462 0.1899 0.1524 0.1827 0.273 0.07463 0.5239 0.1604 0.2967 0.08475 0.1955 0.1337 0.4922 0.4197 0.4531 0.007764 0.4744 0.5515 0.5686 0.3058 0.3644 0.4547 0.2571 0.3433 0.1344 0.5491 0.4667 0.4584 0.3865 0.3329 0.1567 0.1636 0.494 0.5005 0.08228 0.1056 0.0159 0.009885 0.3952 0.4776 0.1606 0.124 0.119 0.3921 0.05794 0.05845 0.1232 0.5489 0.5176 0.5743 0.5896 0.4109 0.343 0.3769 0.4948
 0.3416 0.1753 0.4893 0.008612 0.2172 0.3538 0.4786 0.2653 0.5799 0.5458 0.3991 0.1023 0.5239 0.4922 0.2336 0.5737 0.1392 0.4631 0.09262 0.1125 0.4686 0.5642 0.5759 0.2952 0.3109 0.218 0.3301 0.3293 0.07759 0.3884 0.324 0.4734 0.2184 0.2379 0.3961 0.4283 0.2835 0.1937 0.321 0.04486 0.001949 0.2686 0.5123 0.1534 0.2436 0.452 0.5752 0.2181 0.1631 0.3988 0.04733 0.4567 0.2913 0.4014 0.09634 0.5894 0.4926 0.02461 0.4839 0.4849 0.3153 0.4168 0.5496 0.1171 0.5338 0.4492 0.5174 0.3555 0.07398 0.0751 0.4333 0.3066 0.3855 0.5701 0.2142 0.03064 0.1515 0.5385 0.3576 0.3864 0.5633 0.3092 0.5279 0.3102 0.4639 0.006537 0.5861 0.07461 0.4832 0.5831 0.1978 0.2184 0.2451 0.3056 0.5078 0.1165 0.1787 0.5119 0.3629 0.01013
 0.5479 0.4241 0.5674 0.1729 0.05666 0.5066 0.5817 0.395 0.4799 0.1528 0.01745 0.3343 0.006089 0.06645 0.5376 0.05129 0.02943 0.3637 0.3393 0.5337 0.09146 0.5842 0.5257 0.4546 0.2795 0.2686 0.392 0.0558 0.5866 0.532 0.1674 0.5077 0.2404 0.2439 0.2675 0.4045 0.0457 0.4823 0.1587 0.4539 0.5512 0.1683 0.3184 0.5392 0.2547 0.02085 0.1192 0.2913 0.2563 0.05682 0.1271 0.5531 0.2659 0.4822 0.5796 0.1386 0.06904 0.4647 0.584 0.3717 0.3027 0.3648 0.06388 0.4519 0.5182 0.01257 0.08522 0.1192 0.4521 0.4498 0.3163 0.1817 0.1489 0.2538 0.04691 0.2052 0.5564 0.2896 0.4847 0.2551 0.4919 0.03608 0.03246 0.5723 0.3138 0.5757 0.2564 0.5247 0.2198 0.042 0.04789 0.2069 0.3724 0.1236 0.09307 0.2673 0.1511 0.2039 0.5863 0.3166
